Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Nave  Francesco  sec. XVII,"Tipologia: letteraIncipit: ""Sono stato dal signor Cavalier Campiglia et ò veduto il globo il quale è per l'appunto braccia 1 1/4 di diametro e per quanto mi pare che sia molto bello ...""Appunti autografi del Viviani a c. 84v, in data 11 febbraio 1668 ab Inc. Indirizzo a c. 85v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 50, c. 84r-85v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Generini, Francesco, ca. 1593-1663,(citato.)Campiglia, Camillo, sec. XVI-XVII,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)",Argomenti privati,Nave Francesco a Viviani Vincenzo,9/02/1668,Pisa,Firenze,Viviani Vincenzo,1668
Sampieri  Mario  1636-1686,"Tipologia: letteraIncipit: ""Quel Cavaliere mio amico, che ci mandò quelle poche scriture et lettere del signor Cesare Marsili mi scrive che desideraria ...""Indirizzo a c. 87vPubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 182 n. 2
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 51, c. 86r-87v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Marsili, Cesare, 1592-1633,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Sampieri Mario a Viviani Vincenzo,10/02/1669,Pisa,Firenze,Viviani Vincenzo,1669
Del Rosso  Lorenzo  sec. XVII,"Tipologia: letteraIncipit: ""Dovevo molto prima rispondere alla sua cortese lettera ma qualche poca d'indisposizione hauta ne è stata la cagione ...""Indirizzo a c. 89v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 53, c. 88r-89v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Pandolfini, Santi, sec. XVII,(citato.)Foscarini, Paolo Antonio, ca. 1565-1616,(citato.)Cornelio, Tommaso, 1614-1684,(citato.)",Notizie di libri,Del Rosso Lorenzo a Viviani Vincenzo,12/02/1669,Napoli,Firenze,Viviani Vincenzo,1669
Nave  Francesco  sec. XVII,"Tipologia: letteraIncipit: ""In risposta di quanto mi accenna nella sua gratissima in proposito del globo: primo sì gli dico il globo esser solo senza compagno; secondo mi chiedo che sia quello del cielo ...""A c. 91r disegno del globo di cui si parla nella lettera. Indirizzo a c. 91v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 54, c. 90r-91v<br/>
</td>","Generini, Francesco, ca. 1593-1663,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Nave Francesco a Viviani Vincenzo,17/02/1669,,Firenze,Viviani Vincenzo,1669
Cassini  Giovanni Domenico  1625-1712,"Tipologia: letteraIncipit: ""Ricevo dal signor Montanari la gentilissima lettera di Vostra Signoria nella quale riconosco la parziale affetione sua verso di me ...""Indirizzo a c. 93v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 55, c. 92r-93v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Louis XIV, re di Francia, 1638-1715,(citato.)Montanari, Geminiano, 1633-1687,(citato.)Huygens, Christiaan, 1629-1695,(citato.)",Argomenti privati,Cassini Giovanni Domenico a Viviani Vincenzo,19/02/1669,Bologna,Firenze,Viviani Vincenzo,1669
Montanari  Geminiano  1633-1687,"Tipologia: letteraIncipit: ""Ho ricevuto per segnalato favore della cortesia di Vostra Signoria l'havermi ella honorato dei suoi commandi ed ho consegnata in esecuzione di quelli...""Indirizzo a c. 95v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 56, c. 94r-95v<br/>
</td>","Rossetti, Donato, 1633-1686,(citato.)Cassini, Giovanni Domenico, 1625-1712,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,19/02/1669,Bologna,Firenze,Viviani Vincenzo,1669
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""Il ne se peut rien adjouster au de plaisir que vous me tesmoignés par vostre lettre d'avoir encore pu si peu reconnoistre les graces ...""AutografoLe cc. 98-99 sono legate dopo la c. 95 e prima delle cc. 96-97. Indirizzo a c. 99v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 57, c. 98r-99v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Cassini, Giovanni Domenico, 1625-1712,(citato.)Marucelli, Giovan Filippo, 1628-1680,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)",Argomenti privati,Chapelain Jean a Viviani Vincenzo,19/04/1669,Parigi,Firenze,Viviani Vincenzo,1669
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""Apres avoir tant respondu de vous a Mons.r Colbert et partus au Roy j'ay creu que ...""Post scriptum a c. 97r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 58, c. 96r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Perrault, Charles, 1628-1703,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Marucelli, Giovan Filippo, 1628-1680,(citato.)Louis XIV, re di Francia, 1638-1715,(citato.)",Argomenti privati,Chapelain Jean a Viviani Vincenzo,/01/1670,Parigi,,Viviani Vincenzo,1670
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""Insomma è destino che il signor Vincenzo mio signore sia sempre il motore d'ogni mia fortuna e la cagione d'ogni mia consolazione ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 186-187 n. 62
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 59, c. 100r-101r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Bourbon Del Monte, Cerbone, m. 1688,(citato.)Galilei, Galileo, 1564-1642,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)",Notizie di libri,Pompei Costanzo a Viviani Vincenzo,31/03/1669,Pesaro,,Viviani Vincenzo,1669
Redi  Francesco  1626-1698,"Tipologia: letteraIncipit: ""Il modo per l'appunto come in Francia abbiano costumato di pigliare il latte per medicamento con l'astinenza da ogni sorta di cibo ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 60, c. 102r-103v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Medicina,Redi Francesco a Viviani Vincenzo,19/04/1669,Poggio a Caiano,,Viviani Vincenzo,1669
Bodenhausen  Rudolf Christian von  ca. 1640-1698,"Tipologia: letteraIncipit: ""Dalla gratissima di Vostra Signoria Illustrissima ho inteso il di lei desiderio intorno a quelli libri Vostra Signoria m'accenna ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 61, c. 104r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Mauro, Silvestro, 1619-1687,(citato.)Steensen, Niels, 1638-1686,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)",Notizie di libri,Bodenhausen Rudolph Christian (von) a Viviani Vincenzo,27/04/1669,Roma,,Viviani Vincenzo,1669
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Per rimediare al danno che fa il Tevere rodendo la sponda sinistra in sito assai prossimo alla strada maestra...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 62, c. 105r-106r<br/>
</td>","Michelini, Famiano, 1604-1665,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Falconieri Ottavio a Viviani Vincenzo,17/06/1669,Firenze,,Viviani Vincenzo,1669
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Scrissi lungamente a Vostra Signoria la settimana passata per l'ordinario di Lione pregandola a significarmi al più presto ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 63, c. 107r-108r<br/>
</td>","Michelini, Famiano, 1604-1665,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Falconieri Ottavio a Viviani Vincenzo,22/06/1669,Roma,,Viviani Vincenzo,1669
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Non fu mia intenzione quando scrissi a Vostra Signoria replicatamente la settimana passata intorno al negozio ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 64, c. 109r-110r<br/>
</td>","Michelini, Famiano, 1604-1665,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Falconieri Ottavio a Viviani Vincenzo,29/06/1669,Roma,,Viviani Vincenzo,1669
Montanari  Geminiano  1633-1687,"Tipologia: letteraIncipit: ""Egl'è ben vero che la lettera di Vostra Signoria Eccellentissima penò più d'un mese e mezo a pervenirmi a causa che trasmessami di qui a Venezia ...""AutografoA c. 112v 2 disegni geometrici
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 65, c. 111r-112v<br/>
</td>","Gregory, James, 1638-1675,(citato.)Blondel, François, 1617-1686,(citato.)Cassini, Giovanni Domenico, 1625-1712,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Galilei, Galileo, 1564-1642,(citato.)Guastaferri, Fabrizio, sec. XVII,(citato.)Malpighi, Marcello, 1628-1694,(citato.)Riccioli, Giovanni Battista, 1598-1671,(citato.)Sampieri, Mario, 1636-1686,(citato.)Steensen, Niels, 1638-1686,(citato.)Rossetti, Donato, 1633-1686,(citato.)Bettini, Mario, 1582-1657,(citato.)Gottignies, Gilles François de, 1630-1689,(citato.)Serra, Francesco Maria, sec. XVII,(citato.)Angeli, Stefano degli, 1623-1697,(citato.)Agucchi, Giovanni Battista, 1570-1632,(citato.)Marsili, Agostino, 1615-1702,(citato.)Modroni, Lodovico, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,2/07/1669,Bologna,,Viviani Vincenzo,1669
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Dalla pienezza con la quale Vostra Signoria s'è degnata di favorirmi in risposta all'istanze fattele e con la pianta de lavori di Varlungo ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 66, c. 113r<br/>
</td>","Ricci, Michelangelo, 1619-1682,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Falconieri Ottavio a Viviani Vincenzo,13/07/1669,Roma,,Viviani Vincenzo,1669
Dati  Carlo Roberto  1619-1676,"Tipologia: letteraIncipit: ""Rimetto a Vostra Signoria la nota de libri, resta solamente il Tacqueto liber 5 Anularium senza prezzo perché veramente non lo so; ...""AutografoA c. 115v nota di mano di Carlo Dati
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 67, c. 114r-115v<br/>
</td>","Allestry, James, sec. XVII,(citato.)Tacquet, André, 1612-1660,(citato.)Steensen, Niels, 1638-1686,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Dati Carlo Roberto a Viviani Vincenzo,23/07/1669,,,Viviani Vincenzo,1669
Dati  Carlo Roberto  1619-1676,"Tipologia: letteraIncipit: ""Giacché piace a Vostra Signoria anche in tanta vicinanza negoziar per lettere mi sbrigo in pochi versi. Se a Vostra Signoria pare ch'io la debba pagare in contanti ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 68, c. 116r-117v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Gassendi, Pierre, 1592-1655,(citato.)Redi, Francesco, 1626-1698,(citato.)Pallavicino, Sforza, 1607-1667,(citato.)Chimentelli, Valerio, 1620-1668,(citato.)",Notizie di libri,Dati Carlo Roberto a Viviani Vincenzo,26/07/1669,,,Viviani Vincenzo,1669
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""In risposta delle giudiciose e prudenti riflessioni fatte dal signor matematico Viviani intorno al pensiero de' nuovi lavori da me proposti ...""AutografoNel margine superiore esterno della c. 118 nota: Lettere relative ai risarcimenti del Vallato dei mulini di Pesaro, con la perizia del mattematico Viviani, 1669
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 69, c. 118r-119r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Idraulica,Pompei Costanzo a Viviani Vincenzo,11/08/1669,Pesaro,,Viviani Vincenzo,1669
Montanari  Geminiano  1633-1687,"Tipologia: letteraIncipit: ""E' ben hora ch'io mi restituisca alla città per applicare in brevi giorni alle lezioni de prossimi studi e per sodisfare a debiti che ho con molti amici ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 70, c. 120r-121v<br/>
</td>","Divini, Eustachio, 1610-1685,(citato.)Benzi, Francesco de, sec. XVII,(citato.)Barattieri, Giovanni Battista, 1601-1677,(citato.)Commandino, Federico, 1509-1575,(citato.)Ptolemaeus, Claudius, ca. 100-178,(citato.)Cassini, Giovanni Domenico, 1625-1712,(citato.)Riccioli, Giovanni Battista, 1598-1671,(citato.)Schooten, Frans van, 1615-1660,(citato.)Descartes, René, 1596-1650,(citato.)Oughtred, William, 1575-1660,(citato.)Santorio, Santorio, 1561-1636,(citato.)Huygens, Christiaan, 1629-1695,(citato.)Montalbani, Ovidio, 1601-1671,(citato.)Chiaramonti, Scipione, 1565-1652,(citato.)Modroni, Lodovico, sec. XVII,(citato.)Saint Vincent, Grégoire de, 1584-1667,(citato.)Castelli, Benedetto, 1577/8-1643,(citato.)Malpighi, Marcello, 1628-1694,(citato.)Angeli, Stefano degli, 1623-1697,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Gottignies, Gilles François de, 1630-1689,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,29/10/1669,Bologna,,Viviani Vincenzo,1669
Montanari  Geminiano  1633-1687,"Tipologia: letteraIncipit: ""Alla lettera con cui Vostra Signoria Eccellentissima m' accusò la comparsa dei libri inviatili risposi sin d'allhora ma non così puntualmente ...""AutografoA c. 123v indirizzo e operazione matematica di mano del Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 71, c. 122r-123v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Redi, Francesco, 1626-1698,(citato.)Riccioli, Giovanni Battista, 1598-1671,(citato.)Sampieri, Mario, 1636-1686,(citato.)Modroni, Lodovico, sec. XVII,(citato.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Del Buono, Candido, 1618-1676,(citato.)Santorio, Santorio, 1561-1636,(citato.)Cardano, Girolamo, 1501-1576,(citato.)Benzi, Francesco de, sec. XVII,(citato.)Accademia degli Ardenti (Bologna),(citato.)Combi & La Nou (casa editrice),(citato.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,3/12/1669,Bologna,Firenze,Viviani Vincenzo,1669
Campani  Matteo  1620-1678,"Tipologia: letteraIncipit: ""Supplico Vostra Signoria a vedere se alla posta vi siano mie lettere et inviarmele a Pisa quelle che saranno ...""AutografoIndirizzo a c. 125v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 72, c. 124r-125v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Campani Matteo a Viviani Vincenzo,/12/1669,Firenze,,Viviani Vincenzo,1669
Rossetti  Donato  1633-1686,"Tipologia: letteraIncipit: ""Invio a Vostra Signoria Illustrissima in questo mio qual si sia libro quanto potè la mia debolezza somministrarmi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 73, c. 126r<br/>
</td>","Montanari, Geminiano, 1633-1687,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Rossetti Donato a Viviani Vincenzo,17/01/1670,Pisa,,Viviani Vincenzo,1670
Campani  Matteo  1620-1678,"Tipologia: letteraIncipit: ""Ricevei in Pisa in un suo piego tre lettere da Vostra Signoria Eccellentissima inviatemi da Firenze et ora ne ricevo qui in Roma ...""AutografoIndirizzo a c. 128v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 74, c. 127r-128v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Balatri, Antonio Francesco, sec. XVII,(citato.)Bourbon Del Monte, Cerbone, m. 1688,(citato.)Magnali, Paolo, sec. XVII,(citato.)Bianchini,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)Guldin, Paul, 1577-1643,(citato.)Diversin, Biagio, sec. XVII,(citato.)Gradic, Stjepan, 1613-1683,(citato.)Falconieri, Paolo, 1638-1704,(citato.)Molara, Bruto della, 1639-1685,(citato.)",Notizie di libri,Campani Matteo a Viviani Vincenzo,18/01/1670,Roma,Firenze,Viviani Vincenzo,1670
