Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Ho ricevuto i quadri e desegni ben conditionati, del che ringratio V.S.Ecc. ma infenitamente ...""Acclusa una nota di spese alle cc. 29r-30r. Indirizzo a c. 31v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 15, c. 28r-31v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Tossoni, Giacomo, sec. XVII,(citato.)Euclides, sec. III a.C.,(citato.)Maggieri, Cesare, sec. XVII,(citato.)Cecco Bravo, 1601-1661,(citato.)Barocci, Federico, 1535-1612,(citato.)Valerio, Luca, 1552-1618,(citato.)",Notizie di libri,Micalori Giovanni Battista a Viviani Vincenzo,4/10/1666,Cagli,Firenze,Viviani Vincenzo,1666
Walgensten  Thomas Rasmussen  1627-1681,"Tipologia: letteraIncipit: ""Binas tuas literas superiori die, casu ad manus meas portarunt; postquam diu in domo Tabellariorum latitassent, quod mihi displicet. ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 16, c. 32r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Schuyl, Florentius, 1619-1669,(citato.)Descartes, René, 1596-1650,(citato.)Molara, Bruto della, 1639-1685,(citato.)",Notizie di libri,Walghensten Thomas Rasmussen a Viviani Vincenzo,9/10/1666,Venezia,,Viviani Vincenzo,1666
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""D'onde è mai così lungo silenzio, forse l'amore s'è diminuito e con la lontananza ...""Indirizzo a c. 34v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 17, c. 33r-34v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Fabri, Honoré, 1607-1688,(citato.)Viviani, Francesco, sec. XVII,(citato.)Clavius, Christoph, 1538-1612,(citato.)Viviani, Alamanno, m. post 1671,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,25/10/1666,Roma,Firenze,Viviani Vincenzo,1666
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""Prima d'ogni altra cosa rispondendo alla gratissima lettera di Vostra Signoria Illustrissima de 29 ottobre, la ringrazio dell'avviso ...""Indirizzo a c. 36v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 18, c. 35r-36v<br/>
</td>","Medici, Ferdinando de' III,(citato.)Galilei, Galileo, 1564-1642,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Chapelain Jean a Viviani Vincenzo,14/12/1666,Parigi,Firenze,Viviani Vincenzo,1666
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""Ho tardato molto la risposta alla sua ultima del mese di Novembre non già per negligenza od obblio ma per voler aspettare l'esito del negozio ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 19, c. 37r-v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Chapelain Jean a Viviani Vincenzo,12/01/1667,Parigi,,Viviani Vincenzo,1667
Molara  Bruto della  1639-1685,"Tipologia: letteraIncipit: ""Talmente mi toccò l'anima la disgrazia improvisa e stravagante del signor Cosimo Corboli...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 20, c. 38r-v<br/>
</td>","Corboli, Cosimo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,30/01/1667,Pisa,,Viviani Vincenzo,1667
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Acciò che questa terza lettera venghi in mano di Vostra Signoria Eccellentissima l'ho voluta mettere dentro ad una di quelle di Lorenzo Salvi mio zio. ...""Indirizzo e disegni geometrici a c. 40v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 21, c. 39r-40v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Castracani, Castracane, sec. XVII,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)Maschi, Giovanni, sec. XVII,(citato.)Figliucci, Vincenzo, 1566-1622,(citato.)Marcelli, Leonardo, sec. XVII,(citato.)Barocci, Federico, 1535-1612,(citato.)Raffaello Sanzio, 1483-1520,(citato.)",Argomenti privati,Micalori Giovanni Battista a Viviani Vincenzo,28/02/1667,Cagli,Firenze,Viviani Vincenzo,1667
Dati  Carlo Roberto  1619-1676,"Tipologia: letteraIncipit: ""Mi è stato mandato un ritratto dal padre Daniello Papebroc gesuita di Anversa per presente al Serenissimo Gran Duca quale invio al Cavalier Molara ...""Integrazione del testo a c.41r e nota a c.41v di mano di Vincenzo Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 22, c. 41r-v<br/>
</td>","Papebroch, Daniel, 1628-1714,(citato.)Molara, Bruto della, 1639-1685,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Dati Carlo Roberto a Viviani Vincenzo,22/03/1667,,,Viviani Vincenzo,1667
Ricci  Michelangelo  1619-1682,"Tipologia: letteraIncipit: ""O' quanto volentieri l'avrei veduta in Roma e riverita, et avrei creduto che Vostra Signoria sarebbe stato più libero che l'altra volta ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 23, c. 42r<br/>
</td>","Fabri, Honoré, 1607-1688,(citato.)Cabeo, Niccolò, 1585-1650,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Zucchi, Niccolò, 1586-1670,(citato.)Pallavicino, Sforza, 1607-1667,(citato.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,7/05/1667,Roma,,Viviani Vincenzo,1667
Ricci  Michelangelo  1619-1682,"Tipologia: letteraIncipit: ""Per le mani del signor Stenone ebbi il piego di Vostra Signoria con la licenza inclusa e perché mi venne in tempo che questi signori Cardinali ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 24, c. 43r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Bessarion, 1403-1472,(citato.)Pallavicino, Sforza, 1607-1667,(citato.)Steensen, Niels, 1638-1686,(citato.)Nerli, Filippo, sec. XVII,(citato.)",Argomenti privati,Ricci Michelangelo a Viviani Vincenzo,7/06/1667,Roma,,Viviani Vincenzo,1667
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Ho fatto diligenza fra i librai per aver notizia dell'occhiale del Galileo ch' ella mi dice essere stampato costà ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 25, c. 44r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)Diophantus Alexandrinus, sec. III,(citato.)Kepler, Johannes, 1571-1630,(citato.)Brahe, Tycho, 1546-1601,(citato.)Bachet, Claude Gaspard, 1581-1638,(citato.)Valerio, Luca, 1552-1618,(citato.)",Notizie di libri,Falconieri Ottavio a Viviani Vincenzo,29/07/1667,Roma,,Viviani Vincenzo,1667
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""Benché questa mattina sia giunto maltrattato da un pessimo viaggio, non mi son scordato però di servire il signor Vincenzo mio signore ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 172-173, n. 49
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 26, c. 45r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Castracani, Castracane, sec. XVII,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)Galilei, Galileo, 1564-1642,(citato.)Mosca, Lucia, sec. XVII,(citato.)",Argomenti privati,Pompei Costanzo a Viviani Vincenzo,19/09/1667,Pesaro,,Viviani Vincenzo,1667
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""Ha voluto la fortuna secondare il desiderio che ho di servirla con farmi ritrovare fra la confusione di mille scartafacci ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 173 n. 50
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 27, c. 46r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)Castracani, Castracane, sec. XVII,(citato.)",Notizie di libri,Pompei Costanzo a Viviani Vincenzo,28/11/1667,Pesaro,,Viviani Vincenzo,1667
Thévenot  Melchisédech  1620-1680,"Tipologia: letteraIncipit: ""Il viaggio del Padre Bertet mi dà occasione di scrivere a Vostra Signoria Illustrissima queste righe, non già per raccomandarglielo...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 28, c. 47r<br/>
</td>","Bertet, Jean, 1622-1692,(citato.)Steensen, Niels, 1638-1686,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Thevenot Melchisédec a Viviani Vincenzo,17/12/1667,,,Viviani Vincenzo,1667
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""Di già Vostra Signoria a questa hora haverà intese le particolarità della mia spedizione e della patente che il signor Segretario mi ha inviata ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 29, c. 48r-49r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Berarducci, Giulio, sec. XVII,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)",Affari economici,Pompei Costanzo a Viviani Vincenzo,18/12/1667,Pesaro,,Viviani Vincenzo,1667
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""Ho cercato minutamente foglio per foglio tutto quel sacco de scartafacci e lettere e la mia fortuna ha voluto che ritrovi la qui acclusa ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 176, n. 52
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 30, c. 50r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Pompei Costanzo a Viviani Vincenzo,1/01/1668,Pesaro,,Viviani Vincenzo,1668
Pompei  Costanzo  sec. XVII,"Tipologia: letteraIncipit: ""Ho ricevuta la lettera del Galileo che Vostra Signoria si è compiaciuta rimandarmi. Non tralascio di far ...""Indirizzo a c. 52vPubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 176, n. 53
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 31, c. 51r-52v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Pompei Costanzo a Viviani Vincenzo,1/01/1668,Pesaro,Firenze,Viviani Vincenzo,1668
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Il favore che mi ha fatto ultimamente il signor Principe Leopoldo mio signore facendomi per nome suo donare una copia del nuovo libro intitolato Saggi d'esperienze ecc., io ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 32, c. 53r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Vincenzo, 1606-1649,(citato.)Viviani, Alamanno, m. post 1671,(citato.)Galilei, Carlo, 1631-1675,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,/01/1668,,,Viviani Vincenzo,1668
Dati  Carlo Roberto  1619-1676,"Tipologia: letteraIncipit: ""Se Vostra Signoria scrivessi per altro al signor Stenone io le manderei un letterino sì per riverirlo sì per communicargli un bellissimo luogo d'Ovidio ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 33, c. 54r<br/>
</td>","Steensen, Niels, 1638-1686,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Dati Carlo Roberto a Viviani Vincenzo,12/02/1668,,,Viviani Vincenzo,1668
Rossetti  Donato  1633-1686,"Tipologia: letteraIncipit: ""Il fine che ho avuto di inviare a Vostra Signoria Illustrissima questi miei Dialoghi è stato per vederli in mano di chi, intendendo, sa compatire ...""Seguono a c. 56r 7 proposizioni matematiche del Rossetti a stampa. Indirizzo a c. 57v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 34, c. 55r-57v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Rossetti Donato a Viviani Vincenzo,15/02/1668,Pisa,Firenze,Viviani Vincenzo,1668
Marchetti  Alessandro  1633-1714,"Tipologia: letteraIncipit: ""Con mia grandissima maraviglia e mortificazione sentii due giorni sono qui in Pisa dal Serenissimo Principe Leopoldo Cardinale di Toscana ...""Copia, come è annotato nel margine superiore interno della c. 58r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 35, c. 58r-59r<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Broecke, Pieter Adrian van, sec. XVII,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Marchetti Alessandro a Viviani Vincenzo,26/02/1668,Pisa,,Viviani Vincenzo,1668
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Di tutto quello che può operarsi dalle mie deboli forze Vostra Signoria poteva non solamente promettersi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 36, c. 60r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Falconieri Ottavio a Viviani Vincenzo,3/03/1668,Roma,,Viviani Vincenzo,1668
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Le lettere di Vostra Signoria mi trovano a Napoli, dove da pochi giorni sono giunto chiamato da questo Eminentissimo Arcivescovo ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 177-179 n. 54
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 37, c. 61r-62v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Chiaramonti, Scipione, 1565-1652,(citato.)Bocchineri, Ascanio, m. 1670,(citato.)Galilei, Carlo, 1631-1675,(citato.)",Argomenti privati,Galilei Cosimo a Viviani Vincenzo,10/03/1668,Napoli,,Viviani Vincenzo,1668
Ricci  Michelangelo  1619-1682,"Tipologia: letteraIncipit: ""Sento con indicibile piacere che Vostra Signoria abbia condotta quasi a perfezione la Vita del Galileo, la quale sarà molto ben ricevuta ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 179-180 n. 55
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 38, c. 63r-63bis v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Stelluti, Francesco, 1577-1653,(citato.)Galilei, Galileo, 1564-1642,(citato.)Valerio, Luca, 1552-1618,(citato.)Cesi, Federico, 1585-1630,(citato.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,13/03/1668,Roma,,Viviani Vincenzo,1668
Salvetti  Pietro  sec. XVII,"Tipologia: letteraIncipit: ""Prendo ardire d'inviarle questa mia debole invenzione, essendo per ancora a me come a molti che ne fanno professione ...""Alla lettera è accluso (cc. 64-65) l'opuscoletto scritto dal Salvetti ""Ritrovamento in pratica con seste e riga delle due medie proporzionali"", cc. 2, Venezia, 1668. Sul recto della c.1 nota autografa di Pietro Salvetti
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 39, c. 66r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Salvetti Pietro a Viviani Vincenzo,15/03/1668,Pisa,,Viviani Vincenzo,1668
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Io non ho mai havuto maggiore rammarico della debolezza della mia memoria e della mia ignoranza nelle Matematiche e nella Geometria ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 40, c. 67r-68r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Gradic, Stjepan, 1613-1683,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Nuti, Francesco, sec. XVII,(citato.)Spanheim, Ezechiel, 1629-1710,(citato.)Euclides, sec. III a.C.,(citato.)Kristina, regina di Svezia, 1626-1689,(citato.)Louis XIV, re di Francia, 1638-1715,(citato.)Falconieri, Paolo, 1638-1704,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)",Notizie di libri,Falconieri Ottavio a Viviani Vincenzo,17/03/1668,Roma,,Viviani Vincenzo,1668
Cassini  Giovanni Domenico  1625-1712,"Tipologia: letteraIncipit: ""E' effetto della sua gentilezza haver gradito il mio libretto delle Medicee, nel quale Vostra Signoria riconoscerà la fretta nello stampare ...""Indirizzo a c. 70v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 41, c. 69r-70v<br/>
</td>","Marescotti, Ranieri, 1640-1690,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Cassini Giovanni Domenico a Viviani Vincenzo,20/03/1668,Bologna,Firenze,Viviani Vincenzo,1668
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""Je vous escris rarement pour ne vous destourner pas du travail que vous aves entrepris et pour contribuer a son avancement par mon silence ...""Indirizzo a c. 73v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 42, c. 71r-v<br/>
</td>","Le Menestrel, Antoine, sec. XVII,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Chapelain Jean a Viviani Vincenzo,25/03/1668,Parigi,,Viviani Vincenzo,1668
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""Par vostre response a ma derniere qui accompagnoit la nouvelle grace du Roy...""Indirizzo a c. 73v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 43, c. 72r-73v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Louis XIV, re di Francia, 1638-1715,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)",Notizie di libri,Chapelain Jean a Viviani Vincenzo,29/05/1668,Parigi,Firenze,Viviani Vincenzo,1668
Angeli  Stefano degli  1623-1697,"Tipologia: letteraIncipit: ""Impedito dal male che dalli 11 del passato mi ha tormentato sin hora non ho potuto rispondere alla sua carissima ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 44, c. 74r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Angeli Stefano (degli) a Viviani Vincenzo,13/04/1668,Padova,,Viviani Vincenzo,1668
Falconieri  Ottavio  1646-1676,"Tipologia: letteraIncipit: ""Godo infinitamente di sentire dall'ultima di Vostra Signoria che la sua singolar virtù ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 45, c. 75r-v<br/>
</td>","Cassini, Giovanni Domenico, 1625-1712,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Falconieri Ottavio a Viviani Vincenzo,2/04/1668,Roma,,Viviani Vincenzo,1668
Galilei  Cosimo  1636-1672,"Tipologia: letteraIncipit: ""Tardi veramente rispondo alla cortesissima del signor Vincenzio ma le faccende delle nostre Missioni sono state così continue ...""Indirizzo a c. 78v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 46, c. 76r-78v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Euclides, sec. III a.C.,(citato.)Pepoli, Taddeo, 1605-1684,(citato.)Columella, Lucius Iunius Moderatus, sec. I,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,28/07/1668,Napoli,Firenze,Viviani Vincenzo,1668
Marucelli  Jacopo  sec. XVII,"Tipologia: letteraIncipit: ""Subito partito di Firenze cominciai con mio gusto singolare a servirla con pigliar la misura del braccio ...""Indirizzo a c. 80v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 47, c. 79r-80v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)De Stetten, Cristoforo, sec. XVII,(citato.)Hevelius, Johannes, 1611-1687,(citato.)Kepler, Johannes, 1571-1630,(citato.)Welser, Marcus, 1558-1614,(citato.)Marucelli, Orazio, sec. XVII,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Marucelli Jacopo a Viviani Vincenzo,26/10/1668,Augusta,Firenze,Viviani Vincenzo,1668
Cassini  Giovanni Domenico  1625-1712,"Tipologia: letteraIncipit: ""Mando a Vostra Signoria le osservazioni che l'instabilità dell'aria mi ha permesso di fare con quella chiarezza o perplessità che mi è avvenuta ...""A c. 82r sono accluse osservazioni, in data 15 novembre 1668
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 48, c. 81r-82r<br/>
</td>","Auzout, Adrien, 1622-1691,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Esperimenti,Cassini Giovanni Domenico a Viviani Vincenzo,17/11/1668,Bologna,,Viviani Vincenzo,1668
Chapelain  Jean  1595-1674,"Tipologia: letteraIncipit: ""J'ay en toutes ces deux dernieres annees si peu de choses a dire de vous a Monsieur Colbert et pars on canal au Roy ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26442')"">Gal. 255  </a>  doc. 49, c. 83r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Generini, Francesco, ca. 1593-1663,(citato.)Louis XIV, re di Francia, 1638-1715,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)",Notizie di libri,Chapelain Jean a Viviani Vincenzo,14/01/1669,Parigi,,Viviani Vincenzo,1669
